instrument_code,mission_name,before_name,after_name,before_description,after_description,changed
spase://SMWG/Instrument/BARREL/2E/MAG,BARREL,MAG,"BARREL Balloon 2E Tilt Compensated Magnetometer, TCM2, Instrument","BARREL Balloon 2E Tilt Compensated Magnetometer, TCM2, Instrument","Magnetometer: This document describes the BARREL Balloon 2E magnetometer, MAG.",yes
spase://SMWG/Instrument/BARREL/2F/XRI,BARREL,XRI,"BARREL Balloon 2F X-ray Instrument, XRI","BARREL Balloon 2F X-ray Instrument, XRI",EnergeticParticleInstrument: This document describes the BARREL Balloon 2F X-ray instrument.,yes
spase://SMWG/Instrument/BARREL/2F/DataProcessingUnit,BARREL,DataProcessingUnit,BARREL Balloon 2F Data Processing Unit,BARREL Balloon 2F Data Processing Unit,"Platform: This document describes the BARREL Balloon 2F Data Processing Unit, DPU.",yes
spase://SMWG/Instrument/BARREL/2F/MAG,BARREL,MAG,"BARREL Balloon 2F Tilt Compensated Magnetometer, TCM2, Instrument","BARREL Balloon 2F Tilt Compensated Magnetometer, TCM2, Instrument","Magnetometer: This document describes the BARREL Balloon 2F magnetometer, MAG.",yes
spase://SMWG/Instrument/BARREL/2I/Ephemeris,BARREL,Ephemeris,BARREL Balloon 2I Trajectory Positions,BARREL Balloon 2I Trajectory Positions,"Platform: This document describes the BARREL Balloon 2I Ephemeris, EPHM, virtual instrument.",yes
spase://SMWG/Instrument/BARREL/2I/XRI,BARREL,XRI,"BARREL Balloon 2I X-ray Instrument, XRI","BARREL Balloon 2I X-ray Instrument, XRI",EnergeticParticleInstrument: This document describes the BARREL Balloon 2I X-ray instrument.,yes
spase://SMWG/Instrument/BARREL/2I/DataProcessingUnit,BARREL,DataProcessingUnit,BARREL Balloon 2I Data Processing Unit,BARREL Balloon 2I Data Processing Unit,"Platform: This document describes the BARREL Balloon 2I Data Processing Unit, DPU.",yes
spase://SMWG/Instrument/BARREL/2I/MAG,BARREL,MAG,"BARREL Balloon 2I Tilt Compensated Magnetometer, TCM2, Instrument","BARREL Balloon 2I Tilt Compensated Magnetometer, TCM2, Instrument","Magnetometer: This document describes the BARREL Balloon 2I magnetometer, MAG.",yes
spase://SMWG/Instrument/BARREL/2K/Ephemeris,BARREL,Ephemeris,BARREL Balloon 2K Trajectory Positions,BARREL Balloon 2K Trajectory Positions,"Platform: This document describes the BARREL Balloon 2K Ephemeris, EPHM, virtual instrument.",yes
spase://SMWG/Instrument/BARREL/2K/XRI,BARREL,XRI,"BARREL Balloon 2K X-ray Instrument, XRI","BARREL Balloon 2K X-ray Instrument, XRI",EnergeticParticleInstrument: This document describes the BARREL Balloon 2K X-ray instrument.,yes
spase://SMWG/Instrument/BARREL/2K/DataProcessingUnit,BARREL,DataProcessingUnit,BARREL Balloon 2K Data Processing Unit,BARREL Balloon 2K Data Processing Unit,"Platform: This document describes the BARREL Balloon 2K Data Processing Unit, DPU.",yes
spase://SMWG/Instrument/BARREL/2K/MAG,BARREL,MAG,"BARREL Balloon 2K Tilt Compensated Magnetometer, TCM2, Instrument","BARREL Balloon 2K Tilt Compensated Magnetometer, TCM2, Instrument","Magnetometer: This document describes the BARREL Balloon 2K magnetometer, MAG.",yes
spase://SMWG/Instrument/BARREL/2L/Ephemeris,BARREL,Ephemeris,BARREL Balloon 2L Trajectory Positions,BARREL Balloon 2L Trajectory Positions,"Platform: This document describes the BARREL Balloon 2L Ephemeris, EPHM, virtual instrument.",yes
spase://SMWG/Instrument/BARREL/2L/XRI,BARREL,XRI,"BARREL Balloon 2L X-ray Instrument, XRI","BARREL Balloon 2L X-ray Instrument, XRI",EnergeticParticleInstrument: This document describes the BARREL Balloon 2L X-ray instrument.,yes
spase://SMWG/Instrument/BARREL/2L/DataProcessingUnit,BARREL,DataProcessingUnit,BARREL Balloon 2L Data Processing Unit,BARREL Balloon 2L Data Processing Unit,"Platform: This document describes the BARREL Balloon 2L Data Processing Unit, DPU.",yes
spase://SMWG/Instrument/BARREL/2L/MAG,BARREL,MAG,"BARREL Balloon 2L Tilt Compensated Magnetometer, TCM2, Instrument","BARREL Balloon 2L Tilt Compensated Magnetometer, TCM2, Instrument","Magnetometer: This document describes the BARREL Balloon 2L magnetometer, MAG.",yes
spase://SMWG/Instrument/BARREL/2M/Ephemeris,BARREL,Ephemeris,BARREL Balloon 2M Trajectory Positions,BARREL Balloon 2M Trajectory Positions,"Platform: This document describes the BARREL Balloon 2M Ephemeris, EPHM, virtual instrument.",yes
spase://SMWG/Instrument/BARREL/2M/XRI,BARREL,XRI,"BARREL Balloon 2M X-ray Instrument, XRI","BARREL Balloon 2M X-ray Instrument, XRI",EnergeticParticleInstrument: This document describes the BARREL Balloon 2M X-ray instrument.,yes
spase://SMWG/Instrument/BARREL/2M/DataProcessingUnit,BARREL,DataProcessingUnit,BARREL Balloon 2M Data Processing Unit,BARREL Balloon 2M Data Processing Unit,"Platform: This document describes the BARREL Balloon 2M Data Processing Unit, DPU.",yes
spase://SMWG/Instrument/BARREL/2M/MAG,BARREL,MAG,"BARREL Balloon 2M Tilt Compensated Magnetometer, TCM2, Instrument","BARREL Balloon 2M Tilt Compensated Magnetometer, TCM2, Instrument","Magnetometer: This document describes the BARREL Balloon 2M magnetometer, MAG.",yes
spase://SMWG/Instrument/BARREL/2N/Ephemeris,BARREL,Ephemeris,BARREL Balloon 2N Trajectory Positions,BARREL Balloon 2N Trajectory Positions,"Platform: This document describes the BARREL Balloon 2N Ephemeris, EPHM, virtual instrument.",yes
spase://SMWG/Instrument/BARREL/2N/XRI,BARREL,XRI,"BARREL Balloon 2N X-ray Instrument, XRI","BARREL Balloon 2N X-ray Instrument, XRI",EnergeticParticleInstrument: This document describes the BARREL Balloon 2N X-ray instrument.,yes
spase://SMWG/Instrument/BARREL/2N/DataProcessingUnit,BARREL,DataProcessingUnit,BARREL Balloon 2N Data Processing Unit,BARREL Balloon 2N Data Processing Unit,"Platform: This document describes the BARREL Balloon 2N Data Processing Unit, DPU.",yes
spase://SMWG/Instrument/BARREL/2N/MAG,BARREL,MAG,"BARREL Balloon 2N Tilt Compensated Magnetometer, TCM2, Instrument","BARREL Balloon 2N Tilt Compensated Magnetometer, TCM2, Instrument","Magnetometer: This document describes the BARREL Balloon 2N magnetometer, MAG.",yes
spase://SMWG/Instrument/BARREL/2O/Ephemeris,BARREL,Ephemeris,BARREL Balloon 2O Trajectory Positions,BARREL Balloon 2O Trajectory Positions,"Platform: This document describes the BARREL Balloon 2O Ephemeris, EPHM, virtual instrument.",yes
spase://SMWG/Instrument/BARREL/2O/XRI,BARREL,XRI,"BARREL Balloon 2O X-ray Instrument, XRI","BARREL Balloon 2O X-ray Instrument, XRI",EnergeticParticleInstrument: This document describes the BARREL Balloon 2O X-ray instrument.,yes
spase://SMWG/Instrument/BARREL/2O/DataProcessingUnit,BARREL,DataProcessingUnit,BARREL Balloon 2O Data Processing Unit,BARREL Balloon 2O Data Processing Unit,"Platform: This document describes the BARREL Balloon 2O Data Processing Unit, DPU.",yes
spase://SMWG/Instrument/BARREL/2O/MAG,BARREL,MAG,"BARREL Balloon 2O Tilt Compensated Magnetometer, TCM2, Instrument","BARREL Balloon 2O Tilt Compensated Magnetometer, TCM2, Instrument","Magnetometer: This document describes the BARREL Balloon 2O magnetometer, MAG.",yes
spase://SMWG/Instrument/BARREL/2P/Ephemeris,"Error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",Ephemeris,BARREL Balloon 2P Trajectory Positions,BARREL Balloon 2P Trajectory Positions,"Platform: This document describes the BARREL Balloon 2P Ephemeris, EPHM, virtual instrument.",yes
spase://SMWG/Instrument/BARREL/2P/XRI,BARREL,XRI,"BARREL Balloon 2P X-ray Instrument, XRI","BARREL Balloon 2P X-ray Instrument, XRI",EnergeticParticleInstrument: This document describes the BARREL Balloon 2P X-ray instrument.,yes
spase://SMWG/Instrument/BARREL/2P/DataProcessingUnit,BARREL,DataProcessingUnit,BARREL Balloon 2P Data Processing Unit,BARREL Balloon 2P Data Processing Unit,"Platform: This document describes the BARREL Balloon 2P Data Processing Unit, DPU.",yes
spase://SMWG/Instrument/BARREL/2P/MAG,BARREL,MAG,"BARREL Balloon 2P Tilt Compensated Magnetometer, TCM2, Instrument","BARREL Balloon 2P Tilt Compensated Magnetometer, TCM2, Instrument","Magnetometer: This document describes the BARREL Balloon 2P magnetometer, MAG.",yes
spase://SMWG/Instrument/BARREL/2Q/Ephemeris,BARREL,Ephemeris,BARREL Balloon 2Q Trajectory Positions,BARREL Balloon 2Q Trajectory Positions,"Platform: This document describes the BARREL Balloon 2Q Ephemeris, EPHM, virtual instrument.",yes
spase://SMWG/Instrument/BARREL/2Q/XRI,BARREL,XRI,"BARREL Balloon 2Q X-ray Instrument, XRI","BARREL Balloon 2Q X-ray Instrument, XRI",EnergeticParticleInstrument: This document describes the BARREL Balloon 2Q X-ray instrument.,yes
spase://SMWG/Instrument/BARREL/2Q/DataProcessingUnit,BARREL,DataProcessingUnit,BARREL Balloon 2Q Data Processing Unit,BARREL Balloon 2Q Data Processing Unit,"Platform: This document describes the BARREL Balloon 2Q Data Processing Unit, DPU.",yes
spase://SMWG/Instrument/BARREL/2Q/MAG,BARREL,MAG,"BARREL Balloon 2Q Tilt Compensated Magnetometer, TCM2, Instrument","BARREL Balloon 2Q Tilt Compensated Magnetometer, TCM2, Instrument","Magnetometer: This document describes the BARREL Balloon 2Q magnetometer, MAG.",yes
spase://SMWG/Instrument/BARREL/2T/Ephemeris,BARREL,Ephemeris,BARREL Balloon 2T Trajectory Positions,BARREL Balloon 2T Trajectory Positions,"Platform: This document describes the BARREL Balloon 2T Ephemeris, EPHM, virtual instrument.",yes
spase://SMWG/Instrument/BARREL/2T/XRI,BARREL,XRI,"BARREL Balloon 2T X-ray Instrument, XRI","BARREL Balloon 2T X-ray Instrument, XRI",EnergeticParticleInstrument: This document describes the BARREL Balloon 2T X-ray instrument.,yes
spase://SMWG/Instrument/BARREL/2T/DataProcessingUnit,BARREL,DataProcessingUnit,BARREL Balloon 2T Data Processing Unit,BARREL Balloon 2T Data Processing Unit,"Platform: This document describes the BARREL Balloon 2T Data Processing Unit, DPU.",yes
spase://SMWG/Instrument/BARREL/2T/MAG,BARREL,MAG,"BARREL Balloon 2T Tilt Compensated Magnetometer, TCM2, Instrument","BARREL Balloon 2T Tilt Compensated Magnetometer, TCM2, Instrument","Magnetometer: This document describes the BARREL Balloon 2T magnetometer, MAG.",yes
spase://SMWG/Instrument/BARREL/2W/Ephemeris,BARREL,Ephemeris,BARREL Balloon 2W Trajectory Positions,BARREL Balloon 2W Trajectory Positions,"Platform: This document describes the BARREL Balloon 2W Ephemeris, EPHM, virtual instrument.",yes
spase://SMWG/Instrument/BARREL/2W/XRI,BARREL,XRI,"BARREL Balloon 2W X-ray Instrument, XRI","BARREL Balloon 2W X-ray Instrument, XRI",EnergeticParticleInstrument: This document describes the BARREL Balloon 2W X-ray instrument.,yes
spase://SMWG/Instrument/BARREL/2W/DataProcessingUnit,BARREL,DataProcessingUnit,BARREL Balloon 2W Data Processing Unit,BARREL Balloon 2W Data Processing Unit,"Platform: This document describes the BARREL Balloon 2W Data Processing Unit, DPU.",yes
spase://SMWG/Instrument/BARREL/2W/MAG,BARREL,MAG,"BARREL Balloon 2W Tilt Compensated Magnetometer, TCM2, Instrument","BARREL Balloon 2W Tilt Compensated Magnetometer, TCM2, Instrument","Magnetometer: This document describes the BARREL Balloon 2W magnetometer, MAG.",yes
spase://SMWG/Instrument/BARREL/2X/Ephemeris,BARREL,Ephemeris,BARREL Balloon 2X Trajectory Positions,BARREL Balloon 2X Trajectory Positions,"Platform: This document describes the BARREL Balloon 2X Ephemeris, EPHM, virtual instrument.",yes
spase://SMWG/Instrument/BARREL/2X/XRI,BARREL,XRI,"BARREL Balloon 2X X-ray Instrument, XRI","BARREL Balloon 2X X-ray Instrument, XRI",EnergeticParticleInstrument: This document describes the BARREL Balloon 2X X-ray instrument.,yes
spase://SMWG/Instrument/BARREL/2X/DataProcessingUnit,BARREL,DataProcessingUnit,BARREL Balloon 2X Data Processing Unit,BARREL Balloon 2X Data Processing Unit,"Platform: This document describes the BARREL Balloon 2X Data Processing Unit, DPU.",yes
spase://SMWG/Instrument/BARREL/2X/MAG,BARREL,MAG,"BARREL Balloon 2X Tilt Compensated Magnetometer, TCM2, Instrument","BARREL Balloon 2X Tilt Compensated Magnetometer, TCM2, Instrument","Magnetometer: This document describes the BARREL Balloon 2X magnetometer, MAG.",yes
spase://SMWG/Instrument/BARREL/2Y/Ephemeris,BARREL,Ephemeris,BARREL Balloon 2Y Trajectory Positions,BARREL Balloon 2Y Trajectory Positions,"Platform: This document describes the BARREL Balloon 2Y Ephemeris, EPHM, virtual instrument.",yes
spase://SMWG/Instrument/BARREL/2Y/XRI,BARREL,XRI,"BARREL Balloon 2Y X-ray Instrument, XRI","BARREL Balloon 2Y X-ray Instrument, XRI",EnergeticParticleInstrument: This document describes the BARREL Balloon 2Y X-ray instrument.,yes
spase://SMWG/Instrument/BARREL/2Y/DataProcessingUnit,BARREL,DataProcessingUnit,BARREL Balloon 2Y Data Processing Unit,BARREL Balloon 2Y Data Processing Unit,"Platform: This document describes the BARREL Balloon 2Y Data Processing Unit, DPU.",yes
spase://SMWG/Instrument/BARREL/2Y/MAG,BARREL,MAG,"BARREL Balloon 2Y Tilt Compensated Magnetometer, TCM2, Instrument","BARREL Balloon 2Y Tilt Compensated Magnetometer, TCM2, Instrument","Magnetometer: This document describes the BARREL Balloon 2Y magnetometer, MAG.",yes
spase://SMWG/Instrument/BepiColombo/Ephemeris,BepiColombo,Ephemeris,BepiColombo Positions,BepiColombo Positions,Platform: BepiColombo Spacecraft Ephemeris Virtual Instrument,yes
spase://SMWG/Instrument/Cluster-Rumba/FGM,Cluster FM5 (Rumba),FGM,Fluxgate Magnetometer (FGM),Fluxgate Magnetometer (FGM),"Magnetometer: This instrument (FGM: Fluxgate Magnetometer) consists of two tri-axial fluxgate magnetometers mounted on one of the two 5 m radial booms, plus a data processing unit (DPU) on the main equipment platform.",yes
spase://SMWG/Instrument/Cluster/JSOC,Cluster Mission,JSOC,Cluster Joint Science Operations Centre (JSOC) Virtual Instrument for Cluster Model Data,Cluster Joint Science Operations Centre (JSOC) Virtual Instrument for Cluster Model Data,"Unspecified: The Cluster team at the Joint Science Operations Centre (JSOC), located at RAL (UK), generates the payload operation plan and translates it into a set of telecommands, to be uplinked to the spacecraft.",yes
spase://SMWG/Instrument/Cluster-Rumba/ASPOC,Cluster FM5 (Rumba),ASPOC,Active Spacecraft Potential Control (ASPOC),Active Spacecraft Potential Control (ASPOC),"SpacecraftPotentialControl: The objective of this instrument (ASPOC: Active Spacecraft POtential Control) is to ensure effective, complete measurement of the ambient plasma distribution functions, especially the very cold component.",yes
spase://SMWG/Instrument/Cluster-Rumba/CIS,Cluster FM5 (Rumba),CIS,Cluster Ion Spectrometry (CIS),Cluster Ion Spectrometry (CIS),EnergeticParticleInstrument: This instrument (CIS: Cluster Ion Spectrometry) is capable of obtaining full 3D ion distributions with high time resolution (in one spacecraft spin) and mass-per-charge resolution.,yes
spase://SMWG/Instrument/Cluster-Rumba/DWP,Cluster FM5 (Rumba),DWP,Digital Wave Processor (DWP),Digital Wave Processor (DWP),Unspecified: The DWP (Digital Wave Processor) is one of the five complementary experiments which form the Wave Experiment Consortium (WEC) on Cluster.,yes
spase://SMWG/Instrument/Cluster-Rumba/EDI,Cluster FM5 (Rumba),EDI,Electron Drift Instrument (EDI),Electron Drift Instrument (EDI),"ElectronDriftInstrument: This instrument (EDI: Electron Drift Instrument) measures the drift of a weak beam of test electrons that, when emitted in certain directions, return to the spacecraft after one gyration.",yes
spase://SMWG/Instrument/Cluster-Rumba/EFW,Cluster FM5 (Rumba),EFW,Electric Field and Waves (EFW),Electric Field and Waves (EFW),"LongWire: The EFW (Electric Field and Waves) instrument consists of four orthogonal spherical sensors deployed from 50 m cable booms in the spin plane of the spacecraft, plus four deployment units and a main electronics unit.",yes
spase://SMWG/Instrument/Cluster-Rumba/PEACE,Cluster FM5 (Rumba),PEACE,Plasma Electron and Current Experiment (PEACE),Plasma Electron and Current Experiment (PEACE),EnergeticParticleInstrument: The primary task of this instrument (PEACE: Plasma Electrons and Currents Experiment) is to obtain the velocity moments of the distribution function of electrons as frequently and as accurately as the spacecraft telemetry will allow.,yes
spase://SMWG/Instrument/Cluster-Rumba/RAPID,Cluster FM5 (Rumba),RAPID,Research with Adaptive Particle Imaging Detectors (RAPID),Research with Adaptive Particle Imaging Detectors (RAPID),EnergeticParticleInstrument: The dual-sensor spectrometer RAPID (Research with Adaptive Particle Imaging Detectors) analyzes suprathermal plasma distributions in the energy range from 20--400 KeV for electrons and from 2 KeV/nucleon to 1.,yes
spase://SMWG/Instrument/Cluster-Rumba/STAFF,Cluster FM5 (Rumba),STAFF,Spatio-Temporal Analysis of Magnetic Field Fluctuations (STAFF),Spatio-Temporal Analysis of Magnetic Field Fluctuations (STAFF),Magnetometer: This experiment (STAFF: Spatio-Temporal Analysis of Field Fluctuations) is one of the five complementary experiments which form the Wave Experiment Consortium (WEC) on Cluster.,yes
spase://SMWG/Instrument/Cluster-Rumba/WHISPER,Cluster FM5 (Rumba),WHISPER,Waves of HF and Sounder for Probing Electron Density by Relaxation (WHISPER),Waves of HF and Sounder for Probing Electron Density by Relaxation (WHISPER),DoubleSphere: This instrument (WHISPER: Waves of HIgh frequency and Sounder for Probing of the Electron density by Relaxation) is part of the Wave Experiment Consortium (WEC) on Cluster.,yes
spase://SMWG/Instrument/Cluster/C1/WBD,Cluster Mission,WBD,Wide Band Data (WBD),Wide Band Data (WBD),WaveformReceiver: The WBD (Wide Band Data) investigation was designed to provide high-resolution frequency/time spectra of plasma waves in the Earth's magnetosphere.,yes
spase://SMWG/Instrument/Cluster-Rumba/WBD,Cluster FM5 (Rumba),WBD,Wide Band Data (WBD),Wide Band Data (WBD),WaveformReceiver: The WBD (Wide Band Data) investigation is designed to provide high-resolution frequency/time spectra of plasma waves in the Earth's magnetosphere.,yes
spase://SMWG/Instrument/Cluster-Salsa/FGM,Cluster FM6 (Salsa),FGM,Fluxgate Magnetometer (FGM),Fluxgate Magnetometer (FGM),"Magnetometer: This instrument (FGM: Fluxgate Magnetometer) consists of two tri-axial fluxgate magnetometers mounted on one of the two 5 m radial booms, plus a data processing unit (DPU) on the main equipment platform.",yes
